gene	HalfLife_vals_logPhase	HalfLife_cls_logPhase	HalfLife_BestIntervalMSE_logPhase	HalfLife_vals_hypoxia	HalfLife_cls_hypoxia	HalfLife_BestIntervalMSE_hypoxia	HalfLife_FC_hypoxiaToLogPhase	HalfLife_FCcls_hypoxiaToLogPhase
MSMEG_3988	0.77	Med-fast	0.0859	NA	NA	NA	NA	NA
MSMEG_3990	0.86	Med-fast	0.0818	19	Med-fast	0.4278	22.09	Med-small
MSMEG_3991	NA	NA	NA	27.57	Med-slow	0.4823	NA	NA
MSMEG_3992	1.81	Slow	0.2174	NA	NA	NA	NA	NA
MSMEG_3997	0.39	Fast	0.0774	NA	NA	NA	NA	NA
MSMEG_3998	1.18	Med-slow	0.1668	NA	NA	NA	NA	NA
MSMEG_3999	1.67	Slow	0.065	15.46	Fast	0.1017	9.26	Small
MSMEG_4000	1.33	Med-slow	0.1159	53.85	Slow	0.1149	40.49	Large
MSMEG_4001	NA	NA	NA	27.48	Med-slow	0.0316	NA	NA
MSMEG_4002	1.07	Med-slow	0.3751	57.59	Slow	0.1258	53.82	Large
MSMEG_4003	NA	NA	NA	29.84	Med-slow	0.1382	NA	NA
MSMEG_4004	1.35	Med-slow	0.3064	26.37	Med-slow	0.3345	19.53	Med-small
MSMEG_4005	2.43	Slow	0.0934	15.71	Fast	0.1878	6.47	Small
MSMEG_4006	0.45	Fast	0.1483	18.18	Med-fast	0.315	40.4	Large
MSMEG_4007	1.35	Med-slow	0.3	25.03	Med-slow	0.181	18.54	Small
MSMEG_4008	NA	NA	NA	25.05	Med-slow	0.2509	NA	NA
MSMEG_4011	2.06	Slow	0.229	842.4	Slow	0.24	408.93	Large
MSMEG_4012	1.78	Slow	0.412	NA	NA	NA	NA	NA
MSMEG_4013	NA	NA	NA	60.99	Slow	0.3449	NA	NA
MSMEG_4014	1.09	Med-slow	0.1038	NA	NA	NA	NA	NA
MSMEG_4016	1.23	Med-slow	0.378	NA	NA	NA	NA	NA
MSMEG_4017	0.86	Med-fast	0.3428	NA	NA	NA	NA	NA
MSMEG_4018	NA	NA	NA	15.5	Fast	0.2051	NA	NA
MSMEG_4022	0.83	Med-fast	0.0544	14.18	Fast	0.0892	17.08	Small
MSMEG_4023	1.97	Slow	0.2514	NA	NA	NA	NA	NA
MSMEG_4024	0.46	Fast	0.1523	14.81	Fast	0.1031	32.2	Med-large
MSMEG_4028	NA	NA	NA	15.05	Fast	0.1512	NA	NA
MSMEG_4029	0.66	Fast	0.0273	22.52	Med-fast	0.1508	34.12	Med-large
MSMEG_4031	5.89	Slow	0.2768	NA	NA	NA	NA	NA
MSMEG_4032	0.97	Med-slow	0.3938	14.02	Fast	0.2382	14.45	Small
MSMEG_4034	1.05	Med-slow	0.0587	NA	NA	NA	NA	NA
MSMEG_4035	NA	NA	NA	23.64	Med-fast	0.1888	NA	NA
MSMEG_4036	0.67	Fast	0.3519	13.51	Fast	0.1416	20.16	Med-small
MSMEG_4038	1.1	Med-slow	0.13	26.95	Med-slow	0.2255	24.5	Med-small
MSMEG_4039	NA	NA	NA	84.49	Slow	0.128	NA	NA
MSMEG_4041	0.94	Med-fast	0.0654	14.39	Fast	0.1627	15.31	Small
MSMEG_4042	1.06	Med-slow	0.0424	17.39	Med-fast	0.063	16.41	Small
MSMEG_4043	NA	NA	NA	124.7	Slow	0.0638	NA	NA
MSMEG_4044	0.6	Fast	0.0751	14.67	Fast	0.061	24.45	Med-small
MSMEG_4045	1.33	Med-slow	0.1938	23.41	Med-fast	0.442	17.6	Small
MSMEG_4046	2.65	Slow	0.0764	10.49	Fast	0.1228	3.96	Small
MSMEG_4047	1.79	Slow	0.2292	16.87	Fast	0.2217	9.42	Small
MSMEG_4048	NA	NA	NA	131.77	Slow	0.4152	NA	NA
MSMEG_4049	NA	NA	NA	15	Fast	0.3274	NA	NA
MSMEG_4053	0.75	Med-fast	0.0555	18.73	Med-fast	0.1206	24.97	Med-small
MSMEG_4054	0.58	Fast	0.1745	17.43	Med-fast	0.2085	30.05	Med-large
MSMEG_4056	NA	NA	NA	28.43	Med-slow	0.2887	NA	NA
MSMEG_4057	0.42	Fast	0.3871	12.44	Fast	0.1224	29.62	Med-large
MSMEG_4058	0.81	Med-fast	0.0625	39.9	Slow	0.1226	49.26	Large
MSMEG_4059	1.43	Slow	0.1681	58.93	Slow	0.0681	41.21	Large
MSMEG_4061	NA	NA	NA	16.14	Fast	0.3373	NA	NA
MSMEG_4062	1.24	Med-slow	0.3996	15.77	Fast	0.1695	12.72	Small
MSMEG_4063	1.04	Med-slow	0.1529	26.3	Med-slow	0.129	25.29	Med-small
MSMEG_4064	1.46	Slow	0.1127	22.33	Med-fast	0.0668	15.29	Small
MSMEG_4065	NA	NA	NA	22.69	Med-fast	0.2265	NA	NA
MSMEG_4066	1.02	Med-slow	0.1066	NA	NA	NA	NA	NA
MSMEG_4067	0.96	Med-slow	0.0655	15.98	Fast	0.3271	16.65	Small
MSMEG_4071	NA	NA	NA	22.64	Med-fast	0.1294	NA	NA
MSMEG_4072	1.73	Slow	0.2407	14.45	Fast	0.2456	8.35	Small
MSMEG_4075	1.14	Med-slow	0.3067	NA	NA	NA	NA	NA
MSMEG_4079	0.89	Med-fast	0.0401	21.22	Med-fast	0.206	23.84	Med-small
MSMEG_4081	0.81	Med-fast	0.1149	12.9	Fast	0.3948	15.93	Small
MSMEG_4082	1.09	Med-slow	0.1836	22.08	Med-fast	0.3836	20.26	Med-small
MSMEG_4083	1.07	Med-slow	0.325	95.27	Slow	0.2926	89.04	Large
MSMEG_4084	1.15	Med-slow	0.3581	15.87	Fast	0.2374	13.8	Small
MSMEG_4085	1	Med-slow	0.3459	56.51	Slow	0.3434	56.51	Large
MSMEG_4086	0.83	Med-fast	0.1107	NA	NA	NA	NA	NA
MSMEG_4087	1.16	Med-slow	0.4894	NA	NA	NA	NA	NA
MSMEG_4088	0.76	Med-fast	0.364	NA	NA	NA	NA	NA
MSMEG_4089	0.71	Fast	0.1345	24.53	Med-slow	0.4743	34.55	Med-large
MSMEG_4090	0.6	Fast	0.1251	NA	NA	NA	NA	NA
MSMEG_4091	1.53	Slow	0.3533	NA	NA	NA	NA	NA
MSMEG_4092	1.12	Med-slow	0.0279	16.2	Fast	0.2345	14.46	Small
MSMEG_4093	2.91	Slow	0.2333	NA	NA	NA	NA	NA
MSMEG_4096	1.29	Med-slow	0.0617	72.39	Slow	0.3821	56.12	Large
MSMEG_4098	NA	NA	NA	31.16	Med-slow	0.4655	NA	NA
MSMEG_4099	NA	NA	NA	7.14	Fast	0.4528	NA	NA
MSMEG_4100	0.92	Med-fast	0.2728	NA	NA	NA	NA	NA
MSMEG_4101	NA	NA	NA	82.97	Slow	0.3636	NA	NA
MSMEG_4105	0.84	Med-fast	0.1787	NA	NA	NA	NA	NA
MSMEG_4106	1.97	Slow	0.1195	19.09	Med-fast	0.2501	9.69	Small
MSMEG_4107	2.92	Slow	0.1892	NA	NA	NA	NA	NA
MSMEG_4108	1.52	Slow	0.0301	161.42	Slow	0.2436	106.2	Large
MSMEG_4109	2.22	Slow	0.0052	19.99	Med-fast	0.2742	9	Small
MSMEG_4110	NA	NA	NA	1477.37	Slow	0.3866	NA	NA
MSMEG_4111	NA	NA	NA	15.75	Fast	0.2748	NA	NA
MSMEG_4112	2.93	Slow	0.2421	26.67	Med-slow	0.1037	9.1	Small
MSMEG_4113	3.11	Slow	0.0691	55.86	Slow	0.1127	17.96	Small
MSMEG_4114	1.73	Slow	0.2221	50.28	Slow	0.0926	29.06	Med-large
MSMEG_4115	1.47	Slow	0.421	38.62	Med-slow	0.1006	26.27	Med-small
MSMEG_4116	1.19	Med-slow	0.4716	949.39	Slow	0.1288	797.81	Large
MSMEG_4117	NA	NA	NA	43.4	Slow	0.1545	NA	NA
MSMEG_4118	0.78	Med-fast	0.1938	42.07	Slow	0.1402	53.94	Large
MSMEG_4119	0.93	Med-fast	0.0254	32.54	Med-slow	0.1077	34.99	Med-large
MSMEG_4120	0.66	Fast	0.111	25.51	Med-slow	0.166	38.65	Med-large
MSMEG_4121	0.34	Fast	0.1137	10.29	Fast	0.089	30.26	Med-large
MSMEG_4122	0.74	Med-fast	0.0779	8.24	Fast	0.3457	11.14	Small
MSMEG_4123	NA	NA	NA	44.43	Slow	0.3557	NA	NA
MSMEG_4124	0.7	Fast	0.0112	NA	NA	NA	NA	NA
MSMEG_4125	1.94	Slow	0.0434	24.46	Med-slow	0.1722	12.61	Small
MSMEG_4126	1.82	Slow	0.0325	13.8	Fast	0.1616	7.58	Small
MSMEG_4127	0.39	Fast	0.2349	20.42	Med-fast	0.1622	52.36	Large
MSMEG_4128	0.34	Fast	0.1085	17.28	Med-fast	0.0938	50.82	Large
MSMEG_4129	NA	NA	NA	12.9	Fast	0.4266	NA	NA
MSMEG_4130	0.65	Fast	0.2114	31.48	Med-slow	0.3687	48.43	Large
MSMEG_4132	0.67	Fast	0.0146	13.14	Fast	0.2098	19.61	Med-small
MSMEG_4133	0.67	Fast	0.0447	27.75	Med-slow	0.0691	41.42	Large
MSMEG_4140	0.45	Fast	0.3468	15.79	Fast	0.2939	35.09	Med-large
MSMEG_4141	1.08	Med-slow	0.2398	11.2	Fast	0.2384	10.37	Small
MSMEG_4142	0.43	Fast	0.0515	13.28	Fast	0.0743	30.88	Med-large
MSMEG_4144	0.91	Med-fast	0.3885	NA	NA	NA	NA	NA
MSMEG_4145	2.07	Slow	0.0446	28.63	Med-slow	0.356	13.83	Small
MSMEG_4146	1.36	Med-slow	0.1313	NA	NA	NA	NA	NA
MSMEG_4147	0.88	Med-fast	0.3182	15.39	Fast	0.1654	17.49	Small
MSMEG_4148	1.35	Med-slow	0.15	NA	NA	NA	NA	NA
MSMEG_4149	0.66	Fast	0.1122	23.38	Med-fast	0.1525	35.42	Med-large
MSMEG_4150	NA	NA	NA	19.02	Med-fast	0.2216	NA	NA
MSMEG_4151	0.4	Fast	0.246	14.05	Fast	0.1362	35.12	Med-large
MSMEG_4152	0.49	Fast	0.2166	12.13	Fast	0.1639	24.76	Med-small
MSMEG_4153	0.8	Med-fast	0.2263	13.47	Fast	0.2994	16.84	Small
MSMEG_4155	0.84	Med-fast	0.1622	25.62	Med-slow	0.3749	30.5	Med-large
MSMEG_4159	0.61	Fast	0.08	13.42	Fast	0.1804	22	Med-small
MSMEG_4160	0.66	Fast	0.2002	NA	NA	NA	NA	NA
MSMEG_4161	0.94	Med-fast	0.0363	15.58	Fast	0.2584	16.57	Small
MSMEG_4162	2.39	Slow	0.1719	20.91	Med-fast	0.0704	8.75	Small
MSMEG_4163	NA	NA	NA	23.4	Med-fast	0.1002	NA	NA
MSMEG_4164	2.06	Slow	0.072	13.28	Fast	0.2734	6.45	Small
MSMEG_4165	2.82	Slow	0.1957	58.5	Slow	0.0919	20.74	Med-small
MSMEG_4166	NA	NA	NA	11.59	Fast	0.1483	NA	NA
MSMEG_4167	2.82	Slow	0.0642	10.66	Fast	0.2054	3.78	Small
MSMEG_4168	1.14	Med-slow	0.1333	19.78	Med-fast	0.1832	17.35	Small
MSMEG_4171	1.17	Med-slow	0.2727	NA	NA	NA	NA	NA
MSMEG_4174	NA	NA	NA	33.03	Med-slow	0.4609	NA	NA
MSMEG_4175	2.42	Slow	0.1433	NA	NA	NA	NA	NA
MSMEG_4176	1.05	Med-slow	0.1951	42.55	Slow	0.2658	40.52	Large
MSMEG_4179	0.59	Fast	0.1715	15.12	Fast	0.0666	25.63	Med-small
MSMEG_4180	0.47	Fast	0.0751	18.94	Med-fast	0.078	40.3	Med-large
MSMEG_4181	NA	NA	NA	10.91	Fast	0.1749	NA	NA
MSMEG_4182	0.85	Med-fast	0.155	18.43	Med-fast	0.1059	21.68	Med-small
MSMEG_4183	1.17	Med-slow	0.0868	14.72	Fast	0.0905	12.58	Small
MSMEG_4185	0.7	Fast	0.0716	31.23	Med-slow	0.0593	44.61	Large
MSMEG_4186	0.46	Fast	0.1014	26.63	Med-slow	0.2058	57.89	Large
MSMEG_4187	0.78	Med-fast	0.1347	49.49	Slow	0.0822	63.45	Large
MSMEG_4188	1.08	Med-slow	0.0632	37.08	Med-slow	0.0837	34.33	Med-large
MSMEG_4189	1.02	Med-slow	0.0413	44.88	Slow	0.0605	44	Large
MSMEG_4190	1.12	Med-slow	0.0426	21.9	Med-fast	0.1197	19.55	Med-small
MSMEG_4191	1.12	Med-slow	0.0342	16.95	Fast	0.0786	15.13	Small
MSMEG_4192	0.78	Med-fast	0.0661	13.8	Fast	0.1413	17.69	Small
MSMEG_4193	0.69	Fast	0.0552	47.67	Slow	0.1056	69.09	Large
MSMEG_4194	0.44	Fast	0.0752	15.31	Fast	0.1025	34.8	Med-large
MSMEG_4195	NA	NA	NA	11.14	Fast	0.1953	NA	NA
MSMEG_4196	0.61	Fast	0.0196	18.35	Med-fast	0.0997	30.08	Med-large
MSMEG_4197	0.51	Fast	0.0401	14.55	Fast	0.081	28.53	Med-large
MSMEG_4198	0.96	Med-slow	0.0364	23.09	Med-fast	0.0769	24.05	Med-small
MSMEG_4199	2.57	Slow	0.2539	69.49	Slow	0.116	27.04	Med-large
MSMEG_4200	0.96	Med-slow	0.0276	21.19	Med-fast	0.0852	22.07	Med-small
MSMEG_4202	1.07	Med-slow	0.2593	NA	NA	NA	NA	NA
MSMEG_4204	NA	NA	NA	33.25	Med-slow	0.3115	NA	NA
MSMEG_4205	1.1	Med-slow	0.0956	76.68	Slow	0.2646	69.71	Large
MSMEG_4210	1.13	Med-slow	0.0938	21.67	Med-fast	0.2882	19.18	Med-small
MSMEG_4211	1.08	Med-slow	0.0557	14.55	Fast	0.1921	13.47	Small
MSMEG_4212	1.32	Med-slow	0.0488	20.37	Med-fast	0.218	15.43	Small
MSMEG_4213	0.67	Fast	0.1834	40.63	Slow	0.1261	60.64	Large
MSMEG_4214	1.25	Med-slow	0.0264	20.61	Med-fast	0.1433	16.49	Small
MSMEG_4215	0.74	Med-fast	0.0119	21.34	Med-fast	0.0806	28.84	Med-large
MSMEG_4216	0.77	Med-fast	0.08	48.23	Slow	0.1312	62.64	Large
MSMEG_4217	1	Med-slow	0.0146	24.52	Med-slow	0.0823	24.52	Med-small
MSMEG_4218	0.9	Med-fast	0.0292	21.77	Med-fast	0.0925	24.19	Med-small
MSMEG_4219	1.86	Slow	0.0374	15.96	Fast	0.0762	8.58	Small
MSMEG_4220	0.66	Fast	0.068	37.76	Med-slow	0.0869	57.21	Large
MSMEG_4221	0.93	Med-fast	0.0407	26.81	Med-slow	0.1004	28.83	Med-large
MSMEG_4222	1.32	Med-slow	0.0122	21.7	Med-fast	0.14	16.44	Small
MSMEG_4225	NA	NA	NA	25.16	Med-slow	0.0711	NA	NA
MSMEG_4226	1.18	Med-slow	0.0551	36.56	Med-slow	0.0643	30.98	Med-large
MSMEG_4227	1.78	Slow	0.0146	31.83	Med-slow	0.0617	17.88	Small
MSMEG_4228	1.97	Slow	0.0201	20.76	Med-fast	0.0738	10.54	Small
MSMEG_4229	1.17	Med-slow	0.0443	19.36	Med-fast	0.0932	16.55	Small
MSMEG_4230	1.62	Slow	0.3852	393.83	Slow	0.0847	243.1	Large
MSMEG_4231	1.22	Med-slow	0.04	63	Slow	0.0696	51.64	Large
MSMEG_4232	2.1	Slow	0.2727	46.49	Slow	0.0622	22.14	Med-small
MSMEG_4233	NA	NA	NA	55.48	Slow	0.0598	NA	NA
MSMEG_4234	0.93	Med-fast	0.099	56.71	Slow	0.0784	60.98	Large
MSMEG_4235	0.52	Fast	0.0262	22.39	Med-fast	0.0746	43.06	Large
MSMEG_4236	0.54	Fast	0.0441	13.51	Fast	0.1242	25.02	Med-small
MSMEG_4237	0.4	Fast	0.0392	18.89	Med-fast	0.0939	47.23	Large
MSMEG_4238	0.45	Fast	0.344	16.12	Fast	0.2382	35.82	Med-large
MSMEG_4239	0.71	Fast	0.0909	23.77	Med-fast	0.0607	33.48	Med-large
MSMEG_4240	0.89	Med-fast	0.0251	20.95	Med-fast	0.0754	23.54	Med-small
MSMEG_4241	0.85	Med-fast	0.0369	49.94	Slow	0.0585	58.75	Large
MSMEG_4242	0.51	Fast	0.0799	11.78	Fast	0.1536	23.1	Med-small
MSMEG_4243	1.2	Med-slow	0.0364	19.02	Med-fast	0.1152	15.85	Small
MSMEG_4244	0.52	Fast	0.0373	20.91	Med-fast	0.1138	40.21	Med-large
MSMEG_4245	0.74	Med-fast	0.0156	22.69	Med-fast	0.1111	30.66	Med-large
MSMEG_4246	1.3	Med-slow	0.0334	15.67	Fast	0.1834	12.05	Small
MSMEG_4247	0.9	Med-fast	0.0258	19.09	Med-fast	0.1124	21.21	Med-small
MSMEG_4248	0.94	Med-fast	0.0562	25.11	Med-slow	0.1021	26.71	Med-large
MSMEG_4249	1.28	Med-slow	0.0251	40.33	Slow	0.0921	31.51	Med-large
MSMEG_4250	0.87	Med-fast	0.0564	26.55	Med-slow	0.068	30.52	Med-large
MSMEG_4251	0.91	Med-fast	0.025	21.47	Med-fast	0.0997	23.59	Med-small
MSMEG_4252	0.82	Med-fast	0.0248	20.5	Med-fast	0.2848	25	Med-small
MSMEG_4253	1.09	Med-slow	0.0296	18.02	Med-fast	0.0879	16.53	Small
MSMEG_4254	1.32	Med-slow	0.0095	40.13	Slow	0.1255	30.4	Med-large
MSMEG_4255	0.66	Fast	0.1452	51.95	Slow	0.317	78.71	Large
MSMEG_4256	0.49	Fast	0.0242	19.32	Med-fast	0.2386	39.43	Med-large
MSMEG_4257	0.54	Fast	0.0395	8.17	Fast	0.1781	15.13	Small
MSMEG_4258	1.03	Med-slow	0.0171	49.7	Slow	0.1196	48.25	Large
MSMEG_4259	0.91	Med-fast	0.1237	21.15	Med-fast	0.0947	23.24	Med-small
MSMEG_4260	1.54	Slow	0.0166	20.18	Med-fast	0.1009	13.1	Small
MSMEG_4261	1.43	Slow	0.2547	29.92	Med-slow	0.085	20.92	Med-small
MSMEG_4262	1.38	Slow	0.2611	59.33	Slow	0.0746	42.99	Large
MSMEG_4263	1.27	Med-slow	0.2587	77.26	Slow	0.0639	60.83	Large
MSMEG_4264	NA	NA	NA	27.31	Med-slow	0.0789	NA	NA
MSMEG_4265	0.59	Fast	0.0979	18.48	Med-fast	0.0775	31.32	Med-large
MSMEG_4267	0.82	Med-fast	0.0351	32.64	Med-slow	0.0435	39.8	Med-large
MSMEG_4268	0.78	Med-fast	0.0161	17.7	Med-fast	0.0935	22.69	Med-small
MSMEG_4269	0.67	Fast	0.0903	24.94	Med-slow	0.0822	37.22	Med-large
MSMEG_4270	1.39	Slow	0.0182	16.64	Fast	0.1317	11.97	Small
MSMEG_4271	0.55	Fast	0.1669	33.77	Med-slow	0.2977	61.4	Large
MSMEG_4272	2.14	Slow	0.0365	14.21	Fast	0.1353	6.64	Small
MSMEG_4273	0.52	Fast	0.0555	18.6	Med-fast	0.0679	35.77	Med-large
MSMEG_4274	0.76	Med-fast	0.0315	22.22	Med-fast	0.0552	29.24	Med-large
MSMEG_4275	1.49	Slow	0.0417	70.43	Slow	0.0929	47.27	Large
MSMEG_4276	0.63	Fast	0.0485	20.1	Med-fast	0.083	31.9	Med-large
MSMEG_4277	1.52	Slow	0.0107	76.25	Slow	0.0884	50.16	Large
MSMEG_4278	0.74	Med-fast	0.0232	22.08	Med-fast	0.1191	29.84	Med-large
MSMEG_4279	1.01	Med-slow	0.2166	29.9	Med-slow	0.132	29.6	Med-large
MSMEG_4280	1.34	Med-slow	0.0273	22.87	Med-fast	0.1171	17.07	Small
MSMEG_4281	3.09	Slow	0.0097	38.64	Med-slow	0.0867	12.5	Small
MSMEG_4282	0.83	Med-fast	0.0664	17.48	Med-fast	0.162	21.06	Med-small
MSMEG_4283	1.77	Slow	0.0061	24.79	Med-slow	0.0995	14.01	Small
MSMEG_4284	1.15	Med-slow	0.0322	74.01	Slow	0.0605	64.36	Large
MSMEG_4285	NA	NA	NA	21.87	Med-fast	0.0914	NA	NA
MSMEG_4286	NA	NA	NA	20.96	Med-fast	0.0931	NA	NA
MSMEG_4287	2.41	Slow	0.0158	16.97	Fast	0.0824	7.04	Small
MSMEG_4288	0.51	Fast	0.0217	24.52	Med-slow	0.1829	48.08	Large
MSMEG_4289	1.09	Med-slow	0.0412	25.16	Med-slow	0.1048	23.08	Med-small
MSMEG_4290	4.66	Slow	0.208	38.95	Slow	0.0673	8.36	Small
MSMEG_4291	0.68	Fast	0.0748	12.24	Fast	0.1946	18	Small
MSMEG_4292	1.55	Slow	0.0493	17.05	Fast	0.1897	11	Small
MSMEG_4293	0.72	Fast	0.0773	23.63	Med-fast	0.0539	32.82	Med-large
MSMEG_4294	1.05	Med-slow	0.0188	28.2	Med-slow	0.0954	26.86	Med-large
MSMEG_4295	0.97	Med-slow	0.0701	37.02	Med-slow	0.1163	38.16	Med-large
MSMEG_4296	0.56	Fast	0.0505	150.01	Slow	0.1677	267.87	Large
MSMEG_4297	0.91	Med-fast	0.1259	NA	NA	NA	NA	NA
MSMEG_4298	0.46	Fast	0.0473	15.41	Fast	0.2388	33.5	Med-large
MSMEG_4299	1.02	Med-slow	0.0865	37.61	Med-slow	0.0611	36.87	Med-large
MSMEG_4300	0.56	Fast	0.235	25.71	Med-slow	0.0706	45.91	Large
MSMEG_4301	0.73	Med-fast	0.0631	19.49	Med-fast	0.0812	26.7	Med-large
MSMEG_4302	0.53	Fast	0.1678	10.35	Fast	0.0804	19.53	Med-small
MSMEG_4303	1.77	Slow	0.106	21.22	Med-fast	0.464	11.99	Small
MSMEG_4304	0.64	Fast	0.181	NA	NA	NA	NA	NA
MSMEG_4305	NA	NA	NA	35.5	Med-slow	0.1232	NA	NA
MSMEG_4306	0.85	Med-fast	0.0692	38.91	Slow	0.073	45.78	Large
MSMEG_4307	0.83	Med-fast	0.0325	24.89	Med-slow	0.0781	29.99	Med-large
MSMEG_4308	0.96	Med-slow	0.098	27.93	Med-slow	0.1599	29.09	Med-large
MSMEG_4309	1.19	Med-slow	0.1307	32.4	Med-slow	0.1289	27.23	Med-large
MSMEG_4310	2.58	Slow	0.0266	NA	NA	NA	NA	NA
MSMEG_4311	0.97	Med-slow	0.0652	44.93	Slow	0.0722	46.32	Large
MSMEG_4313	1.44	Slow	0.3155	19.16	Med-fast	0.1219	13.31	Small
MSMEG_4314	1.02	Med-slow	0.0074	19.21	Med-fast	0.0957	18.83	Med-small
MSMEG_4315	0.53	Fast	0.3862	22.72	Med-fast	0.1548	42.87	Large
MSMEG_4316	0.71	Fast	0.198	49.97	Slow	0.0649	70.38	Large
MSMEG_4317	NA	NA	NA	36.84	Med-slow	0.0958	NA	NA
MSMEG_4318	NA	NA	NA	101.86	Slow	0.4672	NA	NA
MSMEG_4320	0.69	Fast	0.0738	19.53	Med-fast	0.0746	28.3	Med-large
MSMEG_4321	0.87	Med-fast	0.0479	17.98	Med-fast	0.1168	20.67	Med-small
MSMEG_4322	0.63	Fast	0.0524	11.75	Fast	0.0566	18.65	Med-small
MSMEG_4323	2.98	Slow	0.15	53.63	Slow	0.1066	18	Small
MSMEG_4324	2.24	Slow	0.353	28.33	Med-slow	0.0878	12.65	Small
MSMEG_4325	0.62	Fast	0.0322	14.58	Fast	0.0695	23.52	Med-small
MSMEG_4326	2.76	Slow	0.1169	22.3	Med-fast	0.0535	8.08	Small
MSMEG_4327	2	Slow	0.2383	24.49	Med-slow	0.0481	12.24	Small
MSMEG_4328	1.75	Slow	0.3277	37.36	Med-slow	0.0523	21.35	Med-small
MSMEG_4329	1.42	Slow	0.3613	37.89	Med-slow	0.053	26.68	Med-large
MSMEG_4330	1.74	Slow	0.1663	NA	NA	NA	NA	NA
MSMEG_4331	NA	NA	NA	13.3	Fast	0.1907	NA	NA
MSMEG_4332	1.12	Med-slow	0.1423	89.98	Slow	0.2152	80.34	Large
MSMEG_4333	NA	NA	NA	12.86	Fast	0.2781	NA	NA
MSMEG_4334	NA	NA	NA	178.6	Slow	0.4137	NA	NA
MSMEG_4335	0.71	Fast	0.2213	24.35	Med-slow	0.3893	34.3	Med-large
MSMEG_4336	1.1	Med-slow	0.0178	25.07	Med-slow	0.079	22.79	Med-small
MSMEG_4337	0.87	Med-fast	0.0279	18.88	Med-fast	0.1033	21.7	Med-small
MSMEG_4338	0.7	Fast	0.1764	16.96	Fast	0.1534	24.23	Med-small
MSMEG_4339	1.1	Med-slow	0.091	46.22	Slow	0.2366	42.02	Large
MSMEG_4340	1.95	Slow	0.0145	27.23	Med-slow	0.0953	13.96	Small
MSMEG_4342	1.07	Med-slow	0.0579	41.77	Slow	0.049	39.04	Med-large
MSMEG_4343	0.57	Fast	0.4303	12.49	Fast	0.4572	21.91	Med-small
MSMEG_4344	NA	NA	NA	20.1	Med-fast	0.3407	NA	NA
MSMEG_4346	0.79	Med-fast	0.0955	14.36	Fast	0.2566	18.18	Small
MSMEG_4347	0.57	Fast	0.0241	24.25	Med-fast	0.0939	42.54	Large
MSMEG_4348	NA	NA	NA	16.29	Fast	0.2502	NA	NA
MSMEG_4349	1.67	Slow	0.0425	30.9	Med-slow	0.1567	18.5	Small
MSMEG_4350	0.9	Med-fast	0.0968	NA	NA	NA	NA	NA
MSMEG_4351	0.81	Med-fast	0.1765	26.95	Med-slow	0.1928	33.27	Med-large
MSMEG_4352	0.82	Med-fast	0.0477	49.92	Slow	0.1378	60.88	Large
MSMEG_4353	1.04	Med-slow	0.0371	23.03	Med-fast	0.2015	22.14	Med-small
MSMEG_4354	0.63	Fast	0.1107	12.63	Fast	0.3606	20.05	Med-small
MSMEG_4355	1.25	Med-slow	0.0842	33.49	Med-slow	0.3277	26.79	Med-large
MSMEG_4356	NA	NA	NA	556.34	Slow	0.2673	NA	NA
MSMEG_4358	NA	NA	NA	52.62	Slow	0.0858	NA	NA
MSMEG_4359	NA	NA	NA	33.28	Med-slow	0.1803	NA	NA
MSMEG_4360	1.2	Med-slow	0.0705	15.08	Fast	0.0553	12.57	Small
MSMEG_4361	2.93	Slow	0.2012	27.23	Med-slow	0.0657	9.29	Small
MSMEG_4362	0.74	Med-fast	0.1083	20.24	Med-fast	0.074	27.35	Med-large
MSMEG_4365	1.03	Med-slow	0.0563	21.83	Med-fast	0.0723	21.19	Med-small
MSMEG_4366	1.27	Med-slow	0.0405	30.57	Med-slow	0.0644	24.07	Med-small
MSMEG_4367	3.42	Slow	0.024	32.88	Med-slow	0.1595	9.61	Small
MSMEG_4368	2.84	Slow	0.0606	12.72	Fast	0.2254	4.48	Small
MSMEG_4370	0.7	Fast	0.1092	19.32	Med-fast	0.1281	27.6	Med-large
MSMEG_4371	1.86	Slow	0.114	NA	NA	NA	NA	NA
MSMEG_4372	1.15	Med-slow	0.0592	NA	NA	NA	NA	NA
MSMEG_4376	0.58	Fast	0.2973	82.54	Slow	0.1065	142.31	Large
MSMEG_4379	0.51	Fast	0.3695	12.19	Fast	0.1043	23.9	Med-small
MSMEG_4380	NA	NA	NA	16.44	Fast	0.0461	NA	NA
MSMEG_4381	1.18	Med-slow	0.0671	34.45	Med-slow	0.2751	29.19	Med-large
MSMEG_4382	1.55	Slow	0.0708	30.41	Med-slow	0.1865	19.62	Med-small
MSMEG_4383	0.89	Med-fast	0.0577	33.16	Med-slow	0.1793	37.26	Med-large
MSMEG_4384	0.91	Med-fast	0.0673	19.05	Med-fast	0.082	20.93	Med-small
MSMEG_4385	0.86	Med-fast	0.0809	NA	NA	NA	NA	NA
MSMEG_4386	1.72	Slow	0.4155	NA	NA	NA	NA	NA
MSMEG_4388	1.9	Slow	0.4901	NA	NA	NA	NA	NA
MSMEG_4389	2.07	Slow	0.1097	NA	NA	NA	NA	NA
MSMEG_4391	2.4	Slow	0.3415	NA	NA	NA	NA	NA
